Sample_Id	Participant_Id	Host body habitat [UBERON_0000466]	Host body product [UBERON_0000463]	Host body site [UBERON_0000061]	Region of 16S rRNA sequenced [SO_0001000]	Sample type [OBI_0100051]	Sequencing center [OBI_0001891]
1927.SRS011479.SRX020667.SRR045263	700016178 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS011482.SRX020663.SRR047496	700016315 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS011482.SRX020667.SRR045218	700016315 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS011484.SRX020663.SRR045176	700016319 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS011484.SRX020667.SRR045255	700016319 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS011485.SRX020662.SRR047521	700016321 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS011485.SRX020663.SRR045197	700016321 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS011485.SRX020664.SRR045435	700016321 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS011486.SRX020571.SRR049325	700016323 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS011486.SRX020663.SRR045191	700016323 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS011486.SRX020667.SRR045265	700016323 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS011488.SRX020663.SRR045181	700016325 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS011488.SRX020667.SRR045260	700016325 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS011490.SRX020660.SRR044865	700016327 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS011490.SRX020662.SRR045408	700016327 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS011490.SRX020663.SRR045167	700016327 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS011490.SRX020664.SRR045432	700016327 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS011490.SRX020667.SRR045246	700016327 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS011492.SRX020663.SRR045157	700016329 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS011492.SRX020667.SRR047500	700016329 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS011494.SRX020659.SRR045023	700016331 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011494.SRX020661.SRR044795	700016331 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011496.SRX020659.SRR049236	700016333 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011496.SRX020661.SRR044764	700016333 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011497.SRX020662.SRR045415	700016335 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011497.SRX020663.SRR045207	700016335 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011497.SRX020664.SRR045441	700016335 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011497.SRX020667.SRR047505	700016335 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011498.SRX020662.SRR047523	700016337 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011498.SRX020663.SRR045201	700016337 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011498.SRX020664.SRR045442	700016337 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011498.SRX020667.SRR045274	700016337 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011499.SRX020571.SRR045468	700016339 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011499.SRX020662.SRR045416	700016339 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011499.SRX020663.SRR045198	700016339 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011499.SRX020664.SRR045443	700016339 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011499.SRX020667.SRR045271	700016339 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011500.SRX020571.SRR045491	700016341 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011500.SRX020662.SRR045411	700016341 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011500.SRX020663.SRR045195	700016341 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011500.SRX020664.SRR045437	700016341 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011500.SRX020667.SRR045269	700016341 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011502.SRX020663.SRR045180	700016343 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS011502.SRX020667.SRR045259	700016343 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS011504.SRX020659.SRR045041	700016356 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS011504.SRX020661.SRR044816	700016356 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS011506.SRX020663.SRR045202	700016360 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS011506.SRX020667.SRR045275	700016360 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS011508.SRX020663.SRR045168	700016362 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS011508.SRX020667.SRR045247	700016362 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS011510.SRX020663.SRR049309	700016364 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS011510.SRX020667.SRR045277	700016364 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS011512.SRX020659.SRR045025	700016366 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS011512.SRX020661.SRR047462	700016366 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS011514.SRX020663.SRR045190	700016368 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS011514.SRX020667.SRR045264	700016368 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS011516.SRX020663.SRR045172	700016370 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS011516.SRX020667.SRR045251	700016370 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS011518.SRX020659.SRR047482	700016372 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011518.SRX020661.SRR044761	700016372 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011520.SRX020659.SRR045010	700016374 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011520.SRX020661.SRR044783	700016374 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011521.SRX020571.SRR045469	700016376 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS011521.SRX020662.SRR045404	700016376 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS011521.SRX020663.SRR045146	700016376 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS011521.SRX020664.SRR045427	700016376 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS011521.SRX020667.SRR045225	700016376 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS011521.SRX020668.SRR045073	700016376 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS011523.SRX020663.SRR045178	700016502 (Source)	Vagina	Mucus	Vaginal introitus	V1-V3	Vaginal swab	WUGSC
1927.SRS011523.SRX020667.SRR045257	700016502 (Source)	Vagina	Mucus	Vaginal introitus	V1-V3	Vaginal swab	WUGSC
1927.SRS011525.SRX020663.SRR045143	700016504 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS011525.SRX020667.SRR045222	700016504 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS011527.SRX020663.SRR045173	700016506 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS011527.SRX020667.SRR045252	700016506 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS011529.SRX020659.SRR044994	700016610 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS011529.SRX020661.SRR044768	700016610 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS011531.SRX020663.SRR045213	700016622 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS011531.SRX020667.SRR045284	700016622 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS011533.SRX020659.SRR045017	700016628 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS011533.SRX020661.SRR044790	700016628 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS011535.SRX020663.SRR045144	700016631 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS011535.SRX020667.SRR045223	700016631 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS011537.SRX020663.SRR045182	700016634 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS011537.SRX020667.SRR047501	700016634 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS011539.SRX020663.SRR045161	700016637 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS011539.SRX020667.SRR045240	700016637 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS011541.SRX020659.SRR045029	700016640 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS011541.SRX020661.SRR044802	700016640 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS011543.SRX020663.SRR049239	700016643 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS011543.SRX020667.SRR047502	700016643 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS011545.SRX020659.SRR045039	700016646 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011545.SRX020661.SRR044814	700016646 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011547.SRX020659.SRR045015	700016649 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011547.SRX020661.SRR044788	700016649 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011549.SRX020663.SRR045211	700016652 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011549.SRX020667.SRR047507	700016652 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011551.SRX020663.SRR045152	700016655 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011551.SRX020667.SRR045232	700016655 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011553.SRX020663.SRR045214	700016658 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011553.SRX020667.SRR045285	700016658 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011555.SRX020663.SRR045170	700016661 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011555.SRX020667.SRR045249	700016661 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011557.SRX020659.SRR045033	700016664 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS011557.SRX020661.SRR044805	700016664 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS011559.SRX020537.SRR045396	700033002 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS011559.SRX020570.SRR045463	700033002 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS011559.SRX020571.SRR045487	700033002 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS011561.SRX020663.SRR045162	700033005 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS011561.SRX020667.SRR045241	700033005 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS011563.SRX020663.SRR045200	700033008 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS011563.SRX020667.SRR045273	700033008 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS011565.SRX020659.SRR045048	700033011 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS011565.SRX020661.SRR044824	700033011 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS011567.SRX020659.SRR045035	700033014 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS011567.SRX020661.SRR044807	700033014 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS011569.SRX020659.SRR045062	700033017 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011569.SRX020661.SRR044839	700033017 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011571.SRX020659.SRR045040	700033020 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011571.SRX020661.SRR044815	700033020 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011573.SRX020659.SRR045001	700033023 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011573.SRX020661.SRR044774	700033023 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011575.SRX020659.SRR044993	700033026 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011575.SRX020661.SRR044767	700033026 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011576.SRX020515.SRR045365	700033029 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011576.SRX020537.SRR045384	700033029 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011576.SRX020570.SRR047530	700033029 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011576.SRX020571.SRR045482	700033029 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011577.SRX020515.SRR045369	700033032 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011577.SRX020537.SRR045387	700033032 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011577.SRX020570.SRR045456	700033032 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011577.SRX020571.SRR045465	700033032 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011578.SRX020661.SRR044779	700033035 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS011578.SRX020662.SRR045401	700033035 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS011578.SRX020664.SRR045424	700033035 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS011580.SRX020659.SRR047486	700033038 (Source)	Vagina	Mucus	Vaginal introitus	V1-V3	Vaginal swab	WUGSC
1927.SRS011580.SRX020661.SRR044799	700033038 (Source)	Vagina	Mucus	Vaginal introitus	V1-V3	Vaginal swab	WUGSC
1927.SRS011582.SRX020659.SRR045059	700033041 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS011582.SRX020661.SRR044836	700033041 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS011584.SRX020659.SRR044996	700033044 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS011584.SRX020661.SRR047460	700033044 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS011586.SRX020659.SRR045050	700033153 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS011586.SRX020661.SRR044826	700033153 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS011588.SRX020659.SRR045009	700033161 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS011588.SRX020661.SRR044782	700033161 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS011589.SRX020659.SRR045045	700033164 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS011589.SRX020661.SRR044821	700033164 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS011592.SRX020663.SRR045153	700033167 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS011592.SRX020667.SRR045233	700033167 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS011594.SRX020659.SRR045024	700033169 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS011594.SRX020661.SRR044796	700033169 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS011596.SRX020659.SRR044999	700033171 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS011596.SRX020661.SRR044772	700033171 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS011598.SRX020659.SRR047487	700033173 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS011598.SRX020661.SRR049229	700033173 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS011600.SRX020663.SRR045140	700033175 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS011600.SRX020667.SRR045217	700033175 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS011601.SRX020659.SRR045037	700033176 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011601.SRX020661.SRR044812	700033176 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011604.SRX020659.SRR045053	700033179 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011604.SRX020661.SRR044829	700033179 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011606.SRX020663.SRR047497	700033181 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011606.SRX020667.SRR045219	700033181 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011608.SRX020663.SRR045148	700033183 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011608.SRX020667.SRR045227	700033183 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011609.SRX020571.SRR045466	700033185 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011609.SRX020662.SRR045418	700033185 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011609.SRX020663.SRR045210	700033185 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011609.SRX020664.SRR047527	700033185 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011609.SRX020667.SRR047506	700033185 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011611.SRX020662.SRR045407	700033187 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011611.SRX020663.SRR049238	700033187 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011611.SRX020664.SRR045430	700033187 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011611.SRX020667.SRR045229	700033187 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011613.SRX020571.SRR045477	700033189 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS011613.SRX020659.SRR045046	700033189 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS011613.SRX020661.SRR044822	700033189 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS011615.SRX020659.SRR045055	700033191 (Source)	Vagina	Mucus	Vaginal introitus	V1-V3	Vaginal swab	WUGSC
1927.SRS011615.SRX020661.SRR044831	700033191 (Source)	Vagina	Mucus	Vaginal introitus	V1-V3	Vaginal swab	WUGSC
1927.SRS011617.SRX020659.SRR045007	700033193 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS011617.SRX020661.SRR044780	700033193 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS011619.SRX020659.SRR045014	700033195 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS011619.SRX020661.SRR044787	700033195 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS011621.SRX020659.SRR045004	700033438 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS011621.SRX020661.SRR044776	700033438 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS011623.SRX020659.SRR045060	700033450 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS011623.SRX020661.SRR044837	700033450 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS011624.SRX020659.SRR045047	700033455 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS011624.SRX020661.SRR044823	700033455 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS011627.SRX020663.SRR047498	700033459 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS011627.SRX020667.SRR045230	700033459 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS011629.SRX020663.SRR045139	700033462 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS011629.SRX020667.SRR045216	700033462 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS011631.SRX020663.SRR045165	700033465 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS011631.SRX020667.SRR045244	700033465 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS011634.SRX020659.SRR047489	700033471 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS011634.SRX020661.SRR049230	700033471 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS011635.SRX020659.SRR047490	700033473 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011635.SRX020661.SRR047465	700033473 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011638.SRX020659.SRR045054	700033477 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011638.SRX020661.SRR044830	700033477 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS011640.SRX020515.SRR045364	700033480 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011640.SRX020537.SRR045383	700033480 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011640.SRX020570.SRR047529	700033480 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011641.SRX020515.SRR049322	700033483 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011641.SRX020537.SRR045400	700033483 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011641.SRX020570.SRR046239	700033483 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS011642.SRX020515.SRR045366	700033485 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011642.SRX020537.SRR045385	700033485 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011642.SRX020570.SRR045454	700033485 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011642.SRX020571.SRR045467	700033485 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS011642.SRX020571.SRR045479	700033485 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
