Sample_Id	Participant_Id	Host body habitat [UBERON_0000466]	Host body product [UBERON_0000463]	Host body site [UBERON_0000061]	Region of 16S rRNA sequenced [SO_0001000]	Sample type [OBI_0100051]	Sequencing center [OBI_0001891]
1928.SRS011492.SRX020660.SRR044859	700016329 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	WUGSC
1928.SRS011492.SRX020668.SRR045085	700016329 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	WUGSC
1928.SRS011494.SRX020666.SRR044940	700016331 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011494.SRX020669.SRR045322	700016331 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011496.SRX020666.SRR047478	700016333 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011496.SRX020669.SRR045290	700016333 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011497.SRX020660.SRR044901	700016335 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011497.SRX020662.SRR045415	700016335 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011497.SRX020664.SRR045441	700016335 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011497.SRX020668.SRR045133	700016335 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011498.SRX020660.SRR044894	700016337 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011498.SRX020662.SRR047523	700016337 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011498.SRX020664.SRR045442	700016337 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011498.SRX020668.SRR045126	700016337 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011499.SRX020660.SRR044891	700016339 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011499.SRX020662.SRR045416	700016339 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011499.SRX020664.SRR045443	700016339 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011499.SRX020668.SRR045123	700016339 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011500.SRX020660.SRR044889	700016341 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011500.SRX020668.SRR045121	700016341 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011502.SRX020660.SRR044875	700016343 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	WUGSC
1928.SRS011502.SRX020668.SRR045105	700016343 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	WUGSC
1928.SRS011504.SRX020666.SRR044961	700016356 (Source)	Oral cavity	Saliva	Oral cavity	V3-V5	Oral swab	WUGSC
1928.SRS011504.SRX020669.SRR045337	700016356 (Source)	Oral cavity	Saliva	Oral cavity	V3-V5	Oral swab	WUGSC
1928.SRS011506.SRX020660.SRR044895	700016360 (Source)	Oral cavity	Saliva	Tongue	V3-V5	Oral swab	WUGSC
1928.SRS011506.SRX020668.SRR045127	700016360 (Source)	Oral cavity	Saliva	Tongue	V3-V5	Oral swab	WUGSC
1928.SRS011508.SRX020660.SRR049233	700016362 (Source)	Oral cavity	Saliva	Palate	V3-V5	Oral swab	WUGSC
1928.SRS011508.SRX020668.SRR045094	700016362 (Source)	Oral cavity	Saliva	Palate	V3-V5	Oral swab	WUGSC
1928.SRS011510.SRX020660.SRR044897	700016364 (Source)	Oral cavity	Saliva	Buccal mucosa	V3-V5	Oral swab	WUGSC
1928.SRS011510.SRX020668.SRR045129	700016364 (Source)	Oral cavity	Saliva	Buccal mucosa	V3-V5	Oral swab	WUGSC
1928.SRS011512.SRX020666.SRR044941	700016366 (Source)	Oral cavity	Saliva	Gingiva	V3-V5	Oral swab	WUGSC
1928.SRS011512.SRX020669.SRR045324	700016366 (Source)	Oral cavity	Saliva	Gingiva	V3-V5	Oral swab	WUGSC
1928.SRS011514.SRX020660.SRR044885	700016368 (Source)	Oral cavity	Saliva	Palatine tonsil	V3-V5	Oral swab	WUGSC
1928.SRS011514.SRX020668.SRR045116	700016368 (Source)	Oral cavity	Saliva	Palatine tonsil	V3-V5	Oral swab	WUGSC
1928.SRS011516.SRX020660.SRR044868	700016370 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	WUGSC
1928.SRS011516.SRX020668.SRR045098	700016370 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	WUGSC
1928.SRS011518.SRX020666.SRR044907	700016372 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011518.SRX020669.SRR045287	700016372 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011520.SRX020666.SRR044927	700016374 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011520.SRX020669.SRR045309	700016374 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011521.SRX020571.SRR045476	700016376 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	WUGSC
1928.SRS011521.SRX020660.SRR044848	700016376 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	WUGSC
1928.SRS011521.SRX020664.SRR045427	700016376 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	WUGSC
1928.SRS011521.SRX020668.SRR045073	700016376 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	WUGSC
1928.SRS011523.SRX020660.SRR044873	700016502 (Source)	Vagina	Mucus	Vaginal introitus	V3-V5	Mucus	WUGSC
1928.SRS011523.SRX020668.SRR045103	700016502 (Source)	Vagina	Mucus	Vaginal introitus	V3-V5	Mucus	WUGSC
1928.SRS011525.SRX020660.SRR044845	700016504 (Source)	Vagina	Mucus	Central vagina	V3-V5	Mucus	WUGSC
1928.SRS011525.SRX020668.SRR045070	700016504 (Source)	Vagina	Mucus	Central vagina	V3-V5	Mucus	WUGSC
1928.SRS011527.SRX020660.SRR044869	700016506 (Source)	Vagina	Mucus	Posterior fornix of vagina	V3-V5	Mucus	WUGSC
1928.SRS011527.SRX020668.SRR045099	700016506 (Source)	Vagina	Mucus	Posterior fornix of vagina	V3-V5	Mucus	WUGSC
1928.SRS011529.SRX020666.SRR044912	700016610 (Source)	Colon	Feces	Colon	V3-V5	Stool	WUGSC
1928.SRS011529.SRX020669.SRR045294	700016610 (Source)	Colon	Feces	Colon	V3-V5	Stool	WUGSC
1928.SRS011531.SRX020660.SRR044905	700016622 (Source)	Oral cavity	Saliva	Oral cavity	V3-V5	Oral swab	WUGSC
1928.SRS011531.SRX020668.SRR045138	700016622 (Source)	Oral cavity	Saliva	Oral cavity	V3-V5	Oral swab	WUGSC
1928.SRS011533.SRX020666.SRR044934	700016628 (Source)	Oral cavity	Saliva	Tongue	V3-V5	Oral swab	WUGSC
1928.SRS011533.SRX020669.SRR045316	700016628 (Source)	Oral cavity	Saliva	Tongue	V3-V5	Oral swab	WUGSC
1928.SRS011535.SRX020660.SRR044846	700016631 (Source)	Oral cavity	Saliva	Palate	V3-V5	Oral swab	WUGSC
1928.SRS011535.SRX020668.SRR045071	700016631 (Source)	Oral cavity	Saliva	Palate	V3-V5	Oral swab	WUGSC
1928.SRS011537.SRX020660.SRR044877	700016634 (Source)	Oral cavity	Saliva	Buccal mucosa	V3-V5	Oral swab	WUGSC
1928.SRS011537.SRX020668.SRR045107	700016634 (Source)	Oral cavity	Saliva	Buccal mucosa	V3-V5	Oral swab	WUGSC
1928.SRS011539.SRX020660.SRR047472	700016637 (Source)	Oral cavity	Saliva	Gingiva	V3-V5	Oral swab	WUGSC
1928.SRS011539.SRX020668.SRR047493	700016637 (Source)	Oral cavity	Saliva	Gingiva	V3-V5	Oral swab	WUGSC
1928.SRS011541.SRX020666.SRR044947	700016640 (Source)	Oral cavity	Saliva	Palatine tonsil	V3-V5	Oral swab	WUGSC
1928.SRS011541.SRX020669.SRR049314	700016640 (Source)	Oral cavity	Saliva	Palatine tonsil	V3-V5	Oral swab	WUGSC
1928.SRS011543.SRX020660.SRR044878	700016643 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	WUGSC
1928.SRS011543.SRX020668.SRR045108	700016643 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	WUGSC
1928.SRS011545.SRX020666.SRR044959	700016646 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011545.SRX020669.SRR049316	700016646 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011547.SRX020666.SRR044932	700016649 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011547.SRX020669.SRR045314	700016649 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011549.SRX020660.SRR047475	700016652 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011549.SRX020668.SRR045136	700016652 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011551.SRX020660.SRR047470	700016655 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011551.SRX020668.SRR045080	700016655 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011553.SRX020660.SRR047476	700016658 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011553.SRX020668.SRR047494	700016658 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011555.SRX020660.SRR044866	700016661 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011555.SRX020662.SRR045410	700016661 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011555.SRX020664.SRR045434	700016661 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011555.SRX020668.SRR045096	700016661 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011557.SRX020666.SRR044952	700016664 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	WUGSC
1928.SRS011557.SRX020669.SRR045330	700016664 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	WUGSC
1928.SRS011559.SRX020515.SRR045375	700033002 (Source)	Oral cavity	Subgingival dental plaque	Palate	V3-V5	Oral swab	WUGSC
1928.SRS011559.SRX020537.SRR045396	700033002 (Source)	Oral cavity	Subgingival dental plaque	Palate	V3-V5	Oral swab	WUGSC
1928.SRS011559.SRX020570.SRR045463	700033002 (Source)	Oral cavity	Subgingival dental plaque	Palate	V3-V5	Oral swab	WUGSC
1928.SRS011559.SRX020571.SRR045471	700033002 (Source)	Oral cavity	Subgingival dental plaque	Palate	V3-V5	Oral swab	WUGSC
1928.SRS011561.SRX020660.SRR044861	700033005 (Source)	Oral cavity	Subgingival dental plaque	Buccal mucosa	V3-V5	Oral swab	WUGSC
1928.SRS011561.SRX020668.SRR045089	700033005 (Source)	Oral cavity	Subgingival dental plaque	Buccal mucosa	V3-V5	Oral swab	WUGSC
1928.SRS011563.SRX020660.SRR044893	700033008 (Source)	Oral cavity	Subgingival dental plaque	Gingiva	V3-V5	Oral swab	WUGSC
1928.SRS011563.SRX020668.SRR045125	700033008 (Source)	Oral cavity	Subgingival dental plaque	Gingiva	V3-V5	Oral swab	WUGSC
1928.SRS011565.SRX020666.SRR044969	700033011 (Source)	Oral cavity	Subgingival dental plaque	Palatine tonsil	V3-V5	Oral swab	WUGSC
1928.SRS011565.SRX020669.SRR045342	700033011 (Source)	Oral cavity	Subgingival dental plaque	Palatine tonsil	V3-V5	Oral swab	WUGSC
1928.SRS011567.SRX020666.SRR044954	700033014 (Source)	Oral cavity	Subgingival dental plaque	Throat	V3-V5	Oral swab	WUGSC
1928.SRS011567.SRX020669.SRR045332	700033014 (Source)	Oral cavity	Subgingival dental plaque	Throat	V3-V5	Oral swab	WUGSC
1928.SRS011569.SRX020666.SRR044986	700033017 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011569.SRX020669.SRR045356	700033017 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011571.SRX020666.SRR044960	700033020 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011571.SRX020669.SRR045336	700033020 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011573.SRX020666.SRR044919	700033023 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011573.SRX020669.SRR045300	700033023 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011575.SRX020666.SRR044911	700033026 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011575.SRX020669.SRR045293	700033026 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011576.SRX020571.SRR047534	700033029 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011577.SRX020515.SRR045369	700033032 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011578.SRX020571.SRR045478	700033035 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	WUGSC
1928.SRS011578.SRX020662.SRR045401	700033035 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	WUGSC
1928.SRS011578.SRX020664.SRR045424	700033035 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	WUGSC
1928.SRS011578.SRX020666.SRR049234	700033035 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	WUGSC
1928.SRS011578.SRX020669.SRR045305	700033035 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	WUGSC
1928.SRS011580.SRX020666.SRR044945	700033038 (Source)	Vagina	Mucus	Vaginal introitus	V3-V5	Mucus	WUGSC
1928.SRS011580.SRX020669.SRR047509	700033038 (Source)	Vagina	Mucus	Vaginal introitus	V3-V5	Mucus	WUGSC
1928.SRS011582.SRX020666.SRR044983	700033041 (Source)	Vagina	Mucus	Central vagina	V3-V5	Mucus	WUGSC
1928.SRS011582.SRX020669.SRR047516	700033041 (Source)	Vagina	Mucus	Central vagina	V3-V5	Mucus	WUGSC
1928.SRS011584.SRX020666.SRR044914	700033044 (Source)	Vagina	Mucus	Posterior fornix of vagina	V3-V5	Mucus	WUGSC
1928.SRS011584.SRX020669.SRR049312	700033044 (Source)	Vagina	Mucus	Posterior fornix of vagina	V3-V5	Mucus	WUGSC
1928.SRS011586.SRX020666.SRR044971	700033153 (Source)	Colon	Feces	Colon	V3-V5	Stool	WUGSC
1928.SRS011586.SRX020669.SRR045344	700033153 (Source)	Colon	Feces	Colon	V3-V5	Stool	WUGSC
1928.SRS011588.SRX020666.SRR044926	700033161 (Source)	Oral cavity	Saliva	Oral cavity	V3-V5	Oral swab	WUGSC
1928.SRS011588.SRX020669.SRR045308	700033161 (Source)	Oral cavity	Saliva	Oral cavity	V3-V5	Oral swab	WUGSC
1928.SRS011589.SRX020666.SRR044966	700033164 (Source)	Oral cavity	Saliva	Tongue	V3-V5	Oral swab	WUGSC
1928.SRS011589.SRX020669.SRR045339	700033164 (Source)	Oral cavity	Saliva	Tongue	V3-V5	Oral swab	WUGSC
1928.SRS011592.SRX020660.SRR049231	700033167 (Source)	Oral cavity	Saliva	Palate	V3-V5	Oral swab	WUGSC
1928.SRS011592.SRX020668.SRR045081	700033167 (Source)	Oral cavity	Saliva	Palate	V3-V5	Oral swab	WUGSC
1928.SRS011594.SRX020666.SRR047480	700033169 (Source)	Oral cavity	Saliva	Buccal mucosa	V3-V5	Oral swab	WUGSC
1928.SRS011594.SRX020669.SRR045323	700033169 (Source)	Oral cavity	Saliva	Buccal mucosa	V3-V5	Oral swab	WUGSC
1928.SRS011596.SRX020666.SRR044917	700033171 (Source)	Oral cavity	Saliva	Gingiva	V3-V5	Oral swab	WUGSC
1928.SRS011596.SRX020669.SRR045298	700033171 (Source)	Oral cavity	Saliva	Gingiva	V3-V5	Oral swab	WUGSC
1928.SRS011598.SRX020666.SRR044956	700033173 (Source)	Oral cavity	Saliva	Palatine tonsil	V3-V5	Oral swab	WUGSC
1928.SRS011598.SRX020669.SRR045334	700033173 (Source)	Oral cavity	Saliva	Palatine tonsil	V3-V5	Oral swab	WUGSC
1928.SRS011600.SRX020660.SRR047468	700033175 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	WUGSC
1928.SRS011600.SRX020668.SRR045065	700033175 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	WUGSC
1928.SRS011601.SRX020666.SRR044957	700033176 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011601.SRX020669.SRR045335	700033176 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011604.SRX020666.SRR044976	700033179 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011604.SRX020669.SRR045347	700033179 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011606.SRX020660.SRR044842	700033181 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011606.SRX020668.SRR045067	700033181 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011608.SRX020660.SRR044850	700033183 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011608.SRX020668.SRR045075	700033183 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011609.SRX020660.SRR047474	700033185 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011609.SRX020662.SRR045418	700033185 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011609.SRX020664.SRR047527	700033185 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011611.SRX020660.SRR044852	700033187 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011611.SRX020662.SRR045407	700033187 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011611.SRX020664.SRR045430	700033187 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011611.SRX020668.SRR045077	700033187 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011613.SRX020666.SRR044967	700033189 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	WUGSC
1928.SRS011613.SRX020669.SRR045340	700033189 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	WUGSC
1928.SRS011615.SRX020666.SRR044978	700033191 (Source)	Vagina	Mucus	Vaginal introitus	V3-V5	Mucus	WUGSC
1928.SRS011615.SRX020669.SRR045349	700033191 (Source)	Vagina	Mucus	Vaginal introitus	V3-V5	Mucus	WUGSC
1928.SRS011617.SRX020666.SRR044924	700033193 (Source)	Vagina	Mucus	Central vagina	V3-V5	Mucus	WUGSC
1928.SRS011617.SRX020669.SRR045306	700033193 (Source)	Vagina	Mucus	Central vagina	V3-V5	Mucus	WUGSC
1928.SRS011619.SRX020666.SRR044931	700033195 (Source)	Vagina	Mucus	Posterior fornix of vagina	V3-V5	Mucus	WUGSC
1928.SRS011619.SRX020669.SRR045313	700033195 (Source)	Vagina	Mucus	Posterior fornix of vagina	V3-V5	Mucus	WUGSC
1928.SRS011621.SRX020666.SRR044922	700033438 (Source)	Colon	Feces	Colon	V3-V5	Stool	WUGSC
1928.SRS011621.SRX020669.SRR045302	700033438 (Source)	Colon	Feces	Colon	V3-V5	Stool	WUGSC
1928.SRS011623.SRX020666.SRR044984	700033450 (Source)	Oral cavity	Saliva	Oral cavity	V3-V5	Oral swab	WUGSC
1928.SRS011623.SRX020669.SRR045354	700033450 (Source)	Oral cavity	Saliva	Oral cavity	V3-V5	Oral swab	WUGSC
1928.SRS011624.SRX020666.SRR044968	700033455 (Source)	Oral cavity	Saliva	Tongue	V3-V5	Oral swab	WUGSC
1928.SRS011624.SRX020669.SRR045341	700033455 (Source)	Oral cavity	Saliva	Tongue	V3-V5	Oral swab	WUGSC
1928.SRS011627.SRX020660.SRR044854	700033459 (Source)	Oral cavity	Saliva	Palate	V3-V5	Oral swab	WUGSC
1928.SRS011627.SRX020668.SRR045079	700033459 (Source)	Oral cavity	Saliva	Palate	V3-V5	Oral swab	WUGSC
1928.SRS011629.SRX020660.SRR047467	700033462 (Source)	Oral cavity	Saliva	Buccal mucosa	V3-V5	Oral swab	WUGSC
1928.SRS011629.SRX020668.SRR045064	700033462 (Source)	Oral cavity	Saliva	Buccal mucosa	V3-V5	Oral swab	WUGSC
1928.SRS011631.SRX020660.SRR044863	700033465 (Source)	Oral cavity	Saliva	Gingiva	V3-V5	Oral swab	WUGSC
1928.SRS011631.SRX020668.SRR045091	700033465 (Source)	Oral cavity	Saliva	Gingiva	V3-V5	Oral swab	WUGSC
1928.SRS011634.SRX020666.SRR044972	700033471 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	WUGSC
1928.SRS011634.SRX020669.SRR049318	700033471 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	WUGSC
1928.SRS011635.SRX020666.SRR044973	700033473 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011635.SRX020669.SRR045345	700033473 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011638.SRX020666.SRR044977	700033477 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011638.SRX020669.SRR045348	700033477 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011640.SRX020515.SRR045364	700033480 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011641.SRX020515.SRR049322	700033483 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011642.SRX020571.SRR045467	700033485 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011645.SRX020666.SRR044987	700033492 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	WUGSC
1928.SRS011645.SRX020669.SRR045357	700033492 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	WUGSC
1928.SRS011647.SRX020666.SRR044925	700033495 (Source)	Vagina	Mucus	Vaginal introitus	V3-V5	Mucus	WUGSC
1928.SRS011647.SRX020669.SRR045307	700033495 (Source)	Vagina	Mucus	Vaginal introitus	V3-V5	Mucus	WUGSC
1928.SRS011649.SRX020666.SRR044938	700033498 (Source)	Vagina	Mucus	Central vagina	V3-V5	Mucus	WUGSC
1928.SRS011649.SRX020669.SRR045320	700033498 (Source)	Vagina	Mucus	Central vagina	V3-V5	Mucus	WUGSC
1928.SRS011651.SRX020666.SRR044920	700033501 (Source)	Vagina	Mucus	Posterior fornix of vagina	V3-V5	Mucus	WUGSC
1928.SRS011651.SRX020669.SRR049313	700033501 (Source)	Vagina	Mucus	Posterior fornix of vagina	V3-V5	Mucus	WUGSC
1928.SRS011653.SRX020666.SRR044915	700033749 (Source)	Colon	Feces	Colon	V3-V5	Stool	WUGSC
1928.SRS011653.SRX020669.SRR045296	700033749 (Source)	Colon	Feces	Colon	V3-V5	Stool	WUGSC
1928.SRS011655.SRX020660.SRR044881	700033757 (Source)	Oral cavity	Saliva	Oral cavity	V3-V5	Oral swab	WUGSC
1928.SRS011655.SRX020668.SRR045111	700033757 (Source)	Oral cavity	Saliva	Oral cavity	V3-V5	Oral swab	WUGSC
1928.SRS011657.SRX020666.SRR044958	700033761 (Source)	Oral cavity	Saliva	Tongue	V3-V5	Oral swab	WUGSC
1928.SRS011657.SRX020669.SRR047513	700033761 (Source)	Oral cavity	Saliva	Tongue	V3-V5	Oral swab	WUGSC
1928.SRS011659.SRX020660.SRR047471	700033763 (Source)	Oral cavity	Saliva	Palate	V3-V5	Oral swab	WUGSC
1928.SRS011659.SRX020668.SRR045086	700033763 (Source)	Oral cavity	Saliva	Palate	V3-V5	Oral swab	WUGSC
1928.SRS011661.SRX020660.SRR044879	700033765 (Source)	Oral cavity	Saliva	Buccal mucosa	V3-V5	Oral swab	WUGSC
1928.SRS011661.SRX020668.SRR045109	700033765 (Source)	Oral cavity	Saliva	Buccal mucosa	V3-V5	Oral swab	WUGSC
1928.SRS011663.SRX020666.SRR044985	700033767 (Source)	Oral cavity	Saliva	Gingiva	V3-V5	Oral swab	WUGSC
1928.SRS011663.SRX020669.SRR045355	700033767 (Source)	Oral cavity	Saliva	Gingiva	V3-V5	Oral swab	WUGSC
1928.SRS011665.SRX020666.SRR044942	700033769 (Source)	Oral cavity	Saliva	Palatine tonsil	V3-V5	Oral swab	WUGSC
1928.SRS011665.SRX020669.SRR045325	700033769 (Source)	Oral cavity	Saliva	Palatine tonsil	V3-V5	Oral swab	WUGSC
1928.SRS011667.SRX020660.SRR044870	700033771 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	WUGSC
1928.SRS011667.SRX020668.SRR045100	700033771 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	WUGSC
1928.SRS011669.SRX020666.SRR044962	700033773 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011669.SRX020669.SRR047514	700033773 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011671.SRX020666.SRR044981	700033775 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011671.SRX020669.SRR045352	700033775 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS011673.SRX020660.SRR044886	700033777 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011673.SRX020668.SRR045118	700033777 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011675.SRX020660.SRR044899	700033779 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011675.SRX020668.SRR045131	700033779 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS011677.SRX020660.SRR044855	700033781 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011677.SRX020662.SRR045420	700033781 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011677.SRX020664.SRR045445	700033781 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS011677.SRX020668.SRR047492	700033781 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
